name,equity_end,total_return,CAGR,Sharpe,vol,max_drawdown,hit_rate,num_trades,avg_holding_days,exposure,turnover_sum,skew,kurt_excess
"Benchmark: Buy & Hold (fair, 1-bar delayed execution)",267.28632445337473,266.28632445337473,0.7490305099459298,1.3731212072012187,0.49788786800138035,-0.6633509453825663,1.0,1.0,3650.0,0.9996022275258553,1.0,0.516196615391578,8.028404268316388
Strategy: Hybrid Main,24.54641495617189,23.54641495617189,0.3773867925542467,1.5793403084255304,0.21803830377510983,-0.16554055310896088,0.42857142857142855,14.0,202.28571428571428,0.781225139220366,55.472090643299154,2.1444522393420686,26.786471615497437
Baseline: MA(50/200),85.13904176873942,84.13904176873942,0.5598835365387593,1.2851684759323094,0.412784150564211,-0.37554028015029106,1.0,4.0,674.5,0.7406523468575974,7.0,0.4834326759046747,8.733413236179993
Appendix: Hybrid Main (volume confirm),22.662565775200235,21.662565775200235,0.3664274884278862,1.5491630740956923,0.21696226452473233,-0.18131674768014028,0.42857142857142855,14.0,198.35714285714286,0.766109785202864,55.201459515919716,2.174296877999381,27.379108362544827
Appendix: Hybrid Main (patterns),8.463643295718496,7.463643295718496,0.2382086781767625,1.2722438174227202,0.1809966251330889,-0.23753048280782163,0.5483870967741935,124.0,13.78225806451613,0.5222752585521082,171.57082947182295,2.476661575232966,34.37040561153188
