params_str,Sharpe,total_return,max_drawdown
"ema_fast=20, ema_slow=100, regime_buffer_pct=0.01, vol_window=10",1.3494030332414404,16.431137545564578,-0.24429386403265696
"ema_fast=20, ema_slow=100, regime_buffer_pct=0.01, vol_window=40",1.4055175556429798,13.693537451416795,-0.18841791570104505
"ema_fast=20, ema_slow=100, regime_buffer_pct=0.02, vol_window=10",1.3528537570483519,16.37796884506366,-0.2463346087696131
"ema_fast=20, ema_slow=100, regime_buffer_pct=0.02, vol_window=40",1.4138197547946627,13.74475401233725,-0.17502952690992968
"ema_fast=30, ema_slow=150, regime_buffer_pct=0.01, vol_window=10",1.4981992118884166,23.878667571210926,-0.1776562999327912
"ema_fast=30, ema_slow=150, regime_buffer_pct=0.01, vol_window=40",1.541151731037079,18.984958105943353,-0.1884179157010455
"ema_fast=50, ema_slow=200, regime_buffer_pct=0.01, vol_window=10",1.43051197069921,20.28762868724435,-0.20622430490846655
"ema_fast=50, ema_slow=200, regime_buffer_pct=0.01, vol_window=40",1.458780754266942,16.039022964041585,-0.180859223353788
